ID,Comments
572,"Yi white black reply @i860: the truth is this truth, but the personal feeling inside the main problem is no tools, because assembled this piece, he has also contacted before, have some experience, and feel that he did not do anything to the computer, charge, forty for a student is not less [laugh and cry]"
575,"In the past, I used to often open hotels due to work reasons. Later, my college classmates came to me from other places to play. We saw the hotel in Meituan. my average price was 30-50 more expensive than him, which I felt outrageous"
576,"In the past, people used to be monopoly to accept different pricing, but now only big data can customize different exploitation for everyone"
577,"Before very trust flying pig, a student, not how often buy air tickets, air tickets are bought on the flying pig, until once, found that the official website price is cheaper than flying pig!I then only bought it on the airline's official website!"
578,"In the past, when I booked a hotel with my friends in Meituan, without any discount, the price of each hotel was ten or 20 yuan cheaper than me, which was outrageous"
579,"I thought Xinhua News Agency was very powerful, since you carelessly removed the top of the Yangguan forest farm case, exposed the essence of the strong in the dry."
584,"Later fines or based on the proportion of profit and the scale of the punishment, let them feel painful"
585,"Mobile mobile phone package is like this, I basically 13 years of network age, people new network within a year of benefits.grass"
586,Is the mobile price discrimination counted [smile]
589,"Eden Hope Paradise, for example, Meituan will increase delivery fees in bad weather, which is very clear (I basically order takeout every day)"
591,I always find big data disgusting
592,"Has been under the banner of big data openly that our personal data sales to obtain benefits.It doesn't seem that one of our consumers really enjoy the convenience of big data, but capitalists really make it"
593,"Has been killed cooked, recently jd beer discount in the bar good price no goods, see twice every day has not covered, today the mobile phone sent a 30 coupons, directly into the two big sticks, estimated east elder brother every day to see me only see not to buy all bored"
